UID,Vendor_Name,Part_Type,Batch_Code,Manufacturing_Date,Last_Inspection_Date,Warranty_End_Date,Status,AI_Analysis
SI25CB64100866,Wright Ltd,Elastic Rail Clip,B641,06-05-2025,21-05-2025,05-05-2030,FLAGGED,High failure rate predicted for this batch.
RC25PB52900867,Kent-Young,Rail Pad,B529,18-07-2025,23-07-2025,17-07-2030,FLAGGED,High failure rate predicted for this batch.
SI25PB91300868,Wright Ltd,Rail Pad,B913,18-01-2025,24-01-2025,17-01-2030,OK,Performance nominal.
RC25PB55700869,Kent-Young,Rail Pad,B557,24-03-2025,06-04-2025,23-03-2030,OK,Performance nominal.
SI25LB36800870,Wright Ltd,GFN Liner,B368,23-02-2025,06-03-2025,22-02-2030,OK,Performance nominal.
SI25LB75300871,Wright Ltd,GFN Liner,B753,15-01-2025,04-02-2025,14-01-2030,OK,Performance nominal.
PP25CB36800872,"Wright, West and James",Elastic Rail Clip,B368,24-07-2025,05-08-2025,23-07-2030,OK,Performance nominal.
PP25CB65600873,"Wright, West and James",Elastic Rail Clip,B656,08-03-2025,22-03-2025,07-03-2030,OK,Performance nominal.
PP25PB23600874,"Wright, West and James",Rail Pad,B236,22-07-2025,02-08-2025,21-07-2030,OK,Performance nominal.
PP25CB37500875,"Wright, West and James",Elastic Rail Clip,B375,01-07-2025,20-07-2025,30-06-2030,OK,Performance nominal.
SI25PB12300876,Wright Ltd,Rail Pad,B123,05-04-2025,10-04-2025,04-04-2030,FLAGGED,High failure rate predicted for this batch.
RC25PB40300877,Kent-Young,Rail Pad,B403,20-04-2025,09-05-2025,19-04-2030,OK,Performance nominal.
PP25CB12500878,"Wright, West and James",Elastic Rail Clip,B125,11-06-2025,17-06-2025,10-06-2030,OK,Performance nominal.
SI25LB92600879,Wright Ltd,GFN Liner,B926,12-06-2025,24-06-2025,11-06-2030,OK,Performance nominal.
SI25LB51600880,Wright Ltd,GFN Liner,B516,27-07-2025,09-08-2025,26-07-2030,FLAGGED,High failure rate predicted for this batch.
RC25CB98200881,Kent-Young,Elastic Rail Clip,B982,18-01-2025,23-01-2025,17-01-2030,OK,Performance nominal.
RC25CB24900882,Kent-Young,Elastic Rail Clip,B249,21-08-2025,27-08-2025,20-08-2030,FLAGGED,High failure rate predicted for this batch.
RC25LB78400883,Kent-Young,GFN Liner,B784,04-03-2025,13-03-2025,03-03-2030,OK,Performance nominal.
RC25PB83000884,Kent-Young,Rail Pad,B830,03-06-2025,18-06-2025,02-06-2030,FLAGGED,High failure rate predicted for this batch.
SI25LB50100885,Wright Ltd,GFN Liner,B501,14-04-2025,04-05-2025,13-04-2030,OK,Performance nominal.
RC25PB47900886,Kent-Young,Rail Pad,B479,28-03-2025,16-04-2025,27-03-2030,OK,Performance nominal.
SI25PB95000887,Wright Ltd,Rail Pad,B950,05-04-2025,11-04-2025,04-04-2030,FLAGGED,High failure rate predicted for this batch.
PP25CB66000888,"Wright, West and James",Elastic Rail Clip,B660,09-04-2025,17-04-2025,08-04-2030,OK,Performance nominal.
SI25PB43800889,Wright Ltd,Rail Pad,B438,26-07-2025,04-08-2025,25-07-2030,OK,Performance nominal.
RC25PB84500890,Kent-Young,Rail Pad,B845,21-01-2025,31-01-2025,20-01-2030,OK,Performance nominal.
PP25LB14600891,"Wright, West and James",GFN Liner,B146,25-04-2025,03-05-2025,24-04-2030,OK,Performance nominal.
RC25PB26300892,Kent-Young,Rail Pad,B263,27-08-2025,09-09-2025,26-08-2030,OK,Performance nominal.
TS25LB50100893,"Cortez, Marsh and Nelson",GFN Liner,B501,10-01-2025,28-01-2025,09-01-2030,OK,Performance nominal.
TS25LB64500894,"Cortez, Marsh and Nelson",GFN Liner,B645,13-05-2025,24-05-2025,12-05-2030,OK,Performance nominal.
RC25CB31400895,Kent-Young,Elastic Rail Clip,B314,10-03-2025,23-03-2025,09-03-2030,OK,Performance nominal.
SI25CB86000896,Wright Ltd,Elastic Rail Clip,B860,10-06-2025,19-06-2025,09-06-2030,OK,Performance nominal.
PP25PB70500897,"Wright, West and James",Rail Pad,B705,11-07-2025,28-07-2025,10-07-2030,OK,Performance nominal.
PP25PB80300898,"Wright, West and James",Rail Pad,B803,19-01-2025,24-01-2025,18-01-2030,OK,Performance nominal.
PP25LB16200899,"Wright, West and James",GFN Liner,B162,08-02-2025,18-02-2025,07-02-2030,OK,Performance nominal.
PP25CB13400900,"Wright, West and James",Elastic Rail Clip,B134,08-01-2025,22-01-2025,07-01-2030,OK,Performance nominal.
RC25CB12200901,Kent-Young,Elastic Rail Clip,B122,23-04-2025,02-05-2025,22-04-2030,OK,Performance nominal.
TS25PB14000902,"Cortez, Marsh and Nelson",Rail Pad,B140,01-07-2025,09-07-2025,30-06-2030,OK,Performance nominal.
RC25CB14200903,Kent-Young,Elastic Rail Clip,B142,14-02-2025,02-03-2025,13-02-2030,OK,Performance nominal.
SI25PB88300904,Wright Ltd,Rail Pad,B883,08-04-2025,23-04-2025,07-04-2030,FLAGGED,High failure rate predicted for this batch.
SI25PB50800905,Wright Ltd,Rail Pad,B508,02-05-2025,10-05-2025,01-05-2030,OK,Performance nominal.
RC25LB50500906,Kent-Young,GFN Liner,B505,04-06-2025,20-06-2025,03-06-2030,FLAGGED,High failure rate predicted for this batch.
SI25LB66300907,Wright Ltd,GFN Liner,B663,06-02-2025,25-02-2025,05-02-2030,OK,Performance nominal.
PP25LB33000908,"Wright, West and James",GFN Liner,B330,17-07-2025,28-07-2025,16-07-2030,OK,Performance nominal.
TS25CB66500909,"Cortez, Marsh and Nelson",Elastic Rail Clip,B665,21-02-2025,07-03-2025,20-02-2030,OK,Performance nominal.
SI25LB64400910,Wright Ltd,GFN Liner,B644,18-02-2025,27-02-2025,17-02-2030,OK,Performance nominal.
PP25PB95900911,"Wright, West and James",Rail Pad,B959,16-07-2025,24-07-2025,15-07-2030,OK,Performance nominal.
SI25LB92000912,Wright Ltd,GFN Liner,B920,20-03-2025,27-03-2025,19-03-2030,OK,Performance nominal.
SI25CB22400913,Wright Ltd,Elastic Rail Clip,B224,17-07-2025,03-08-2025,16-07-2030,OK,Performance nominal.
RC25LB35500914,Kent-Young,GFN Liner,B355,04-03-2025,20-03-2025,03-03-2030,OK,Performance nominal.
RC25LB23500915,Kent-Young,GFN Liner,B235,16-03-2025,28-03-2025,15-03-2030,OK,Performance nominal.
RC25LB70100916,Kent-Young,GFN Liner,B701,26-06-2025,09-07-2025,25-06-2030,OK,Performance nominal.
PP25CB60500917,"Wright, West and James",Elastic Rail Clip,B605,12-07-2025,30-07-2025,11-07-2030,OK,Performance nominal.
RC25CB51800918,Kent-Young,Elastic Rail Clip,B518,25-01-2025,04-02-2025,24-01-2030,OK,Performance nominal.
RC25PB41500919,Kent-Young,Rail Pad,B415,17-02-2025,02-03-2025,16-02-2030,OK,Performance nominal.
PP25PB45000920,"Wright, West and James",Rail Pad,B450,10-06-2025,18-06-2025,09-06-2030,OK,Performance nominal.
PP25PB36600921,"Wright, West and James",Rail Pad,B366,14-06-2025,23-06-2025,13-06-2030,OK,Performance nominal.
RC25LB93400922,Kent-Young,GFN Liner,B934,15-07-2025,30-07-2025,14-07-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB52700923,Wright Ltd,Elastic Rail Clip,B527,05-07-2025,20-07-2025,04-07-2030,OK,Performance nominal.
PP25PB41700924,"Wright, West and James",Rail Pad,B417,04-02-2025,10-02-2025,03-02-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB35600925,Wright Ltd,Elastic Rail Clip,B356,15-04-2025,28-04-2025,14-04-2030,FLAGGED,High failure rate predicted for this batch.
TS25PB16300926,"Cortez, Marsh and Nelson",Rail Pad,B163,20-08-2025,25-08-2025,19-08-2030,OK,Performance nominal.
RC25LB96200927,Kent-Young,GFN Liner,B962,26-03-2025,13-04-2025,25-03-2030,OK,Performance nominal.
RC25LB61900928,Kent-Young,GFN Liner,B619,20-06-2025,29-06-2025,19-06-2030,OK,Performance nominal.
TS25PB24300929,"Cortez, Marsh and Nelson",Rail Pad,B243,16-01-2025,03-02-2025,15-01-2030,OK,Performance nominal.
PP25LB63900930,"Wright, West and James",GFN Liner,B639,12-05-2025,21-05-2025,11-05-2030,FLAGGED,High failure rate predicted for this batch.
RC25PB76000931,Kent-Young,Rail Pad,B760,08-04-2025,16-04-2025,07-04-2030,OK,Performance nominal.
TS25LB43000932,"Cortez, Marsh and Nelson",GFN Liner,B430,22-01-2025,07-02-2025,21-01-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB63200933,"Cortez, Marsh and Nelson",GFN Liner,B632,12-01-2025,01-02-2025,11-01-2030,OK,Performance nominal.
SI25PB53300934,Wright Ltd,Rail Pad,B533,04-05-2025,13-05-2025,03-05-2030,FLAGGED,High failure rate predicted for this batch.
PP25CB87300935,"Wright, West and James",Elastic Rail Clip,B873,17-05-2025,25-05-2025,16-05-2030,OK,Performance nominal.
PP25PB34900936,"Wright, West and James",Rail Pad,B349,21-08-2025,28-08-2025,20-08-2030,OK,Performance nominal.
SI25LB97500937,Wright Ltd,GFN Liner,B975,14-01-2025,02-02-2025,13-01-2030,FLAGGED,High failure rate predicted for this batch.
RC25LB28400938,Kent-Young,GFN Liner,B284,19-04-2025,27-04-2025,18-04-2030,OK,Performance nominal.
PP25LB78800939,"Wright, West and James",GFN Liner,B788,16-05-2025,22-05-2025,15-05-2030,FLAGGED,High failure rate predicted for this batch.
TS25PB76000940,"Cortez, Marsh and Nelson",Rail Pad,B760,03-03-2025,12-03-2025,02-03-2030,OK,Performance nominal.
PP25LB74800941,"Wright, West and James",GFN Liner,B748,15-08-2025,25-08-2025,14-08-2030,OK,Performance nominal.
TS25LB35900942,"Cortez, Marsh and Nelson",GFN Liner,B359,05-05-2025,22-05-2025,04-05-2030,OK,Performance nominal.
SI25CB70900943,Wright Ltd,Elastic Rail Clip,B709,24-04-2025,05-05-2025,23-04-2030,OK,Performance nominal.
TS25PB19400944,"Cortez, Marsh and Nelson",Rail Pad,B194,22-03-2025,29-03-2025,21-03-2030,FLAGGED,High failure rate predicted for this batch.
RC25LB16500945,Kent-Young,GFN Liner,B165,11-04-2025,16-04-2025,10-04-2030,OK,Performance nominal.
RC25PB52700946,Kent-Young,Rail Pad,B527,25-03-2025,13-04-2025,24-03-2030,OK,Performance nominal.
SI25CB51100947,Wright Ltd,Elastic Rail Clip,B511,21-06-2025,05-07-2025,20-06-2030,FLAGGED,High failure rate predicted for this batch.
TS25LB52300948,"Cortez, Marsh and Nelson",GFN Liner,B523,22-04-2025,02-05-2025,21-04-2030,OK,Performance nominal.
TS25PB49600949,"Cortez, Marsh and Nelson",Rail Pad,B496,18-06-2025,07-07-2025,17-06-2030,OK,Performance nominal.
SI25LB90600950,Wright Ltd,GFN Liner,B906,11-01-2025,22-01-2025,10-01-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB18900951,Wright Ltd,Elastic Rail Clip,B189,20-01-2025,31-01-2025,19-01-2030,OK,Performance nominal.
SI25PB87000952,Wright Ltd,Rail Pad,B870,01-08-2025,08-08-2025,31-07-2030,OK,Performance nominal.
RC25CB95400953,Kent-Young,Elastic Rail Clip,B954,06-04-2025,11-04-2025,05-04-2030,OK,Performance nominal.
PP25CB21200954,"Wright, West and James",Elastic Rail Clip,B212,06-04-2025,24-04-2025,05-04-2030,OK,Performance nominal.
RC25LB61100955,Kent-Young,GFN Liner,B611,10-06-2025,16-06-2025,09-06-2030,OK,Performance nominal.
PP25LB42000956,"Wright, West and James",GFN Liner,B420,11-03-2025,22-03-2025,10-03-2030,OK,Performance nominal.
TS25LB30900957,"Cortez, Marsh and Nelson",GFN Liner,B309,26-05-2025,09-06-2025,25-05-2030,OK,Performance nominal.
SI25PB11900958,Wright Ltd,Rail Pad,B119,13-03-2025,21-03-2025,12-03-2030,OK,Performance nominal.
RC25PB70300959,Kent-Young,Rail Pad,B703,16-05-2025,02-06-2025,15-05-2030,OK,Performance nominal.
RC25PB88800960,Kent-Young,Rail Pad,B888,21-08-2025,04-09-2025,20-08-2030,OK,Performance nominal.
SI25PB19400961,Wright Ltd,Rail Pad,B194,08-08-2025,28-08-2025,07-08-2030,OK,Performance nominal.
SI25PB24600962,Wright Ltd,Rail Pad,B246,28-05-2025,03-06-2025,27-05-2030,OK,Performance nominal.
PP25LB88700963,"Wright, West and James",GFN Liner,B887,02-02-2025,07-02-2025,01-02-2030,OK,Performance nominal.
PP25LB72200964,"Wright, West and James",GFN Liner,B722,09-03-2025,17-03-2025,08-03-2030,OK,Performance nominal.
SI25CB32400965,Wright Ltd,Elastic Rail Clip,B324,06-07-2025,18-07-2025,05-07-2030,OK,Performance nominal.
RC25CB45900966,Kent-Young,Elastic Rail Clip,B459,14-07-2025,24-07-2025,13-07-2030,OK,Performance nominal.
TS25LB75100967,"Cortez, Marsh and Nelson",GFN Liner,B751,01-02-2025,19-02-2025,31-01-2030,OK,Performance nominal.
PP25PB78100968,"Wright, West and James",Rail Pad,B781,05-06-2025,15-06-2025,04-06-2030,OK,Performance nominal.
PP25PB53300969,"Wright, West and James",Rail Pad,B533,14-02-2025,21-02-2025,13-02-2030,OK,Performance nominal.
RC25LB99600970,Kent-Young,GFN Liner,B996,14-01-2025,20-01-2025,13-01-2030,OK,Performance nominal.
PP25CB95700971,"Wright, West and James",Elastic Rail Clip,B957,14-07-2025,31-07-2025,13-07-2030,OK,Performance nominal.
SI25PB22300972,Wright Ltd,Rail Pad,B223,22-07-2025,28-07-2025,21-07-2030,OK,Performance nominal.
TS25LB32900973,"Cortez, Marsh and Nelson",GFN Liner,B329,01-07-2025,10-07-2025,30-06-2030,OK,Performance nominal.
TS25CB34900974,"Cortez, Marsh and Nelson",Elastic Rail Clip,B349,10-04-2025,25-04-2025,09-04-2030,OK,Performance nominal.
SI25LB73000975,Wright Ltd,GFN Liner,B730,28-06-2025,17-07-2025,27-06-2030,OK,Performance nominal.
SI25PB38600976,Wright Ltd,Rail Pad,B386,07-03-2025,27-03-2025,06-03-2030,OK,Performance nominal.
TS25CB92800977,"Cortez, Marsh and Nelson",Elastic Rail Clip,B928,05-08-2025,23-08-2025,04-08-2030,OK,Performance nominal.
TS25CB53100978,"Cortez, Marsh and Nelson",Elastic Rail Clip,B531,26-06-2025,10-07-2025,25-06-2030,OK,Performance nominal.
RC25PB33500979,Kent-Young,Rail Pad,B335,14-01-2025,31-01-2025,13-01-2030,FLAGGED,High failure rate predicted for this batch.
RC25LB38300980,Kent-Young,GFN Liner,B383,26-03-2025,01-04-2025,25-03-2030,OK,Performance nominal.
RC25CB22800981,Kent-Young,Elastic Rail Clip,B228,13-08-2025,20-08-2025,12-08-2030,OK,Performance nominal.
TS25PB88200982,"Cortez, Marsh and Nelson",Rail Pad,B882,18-07-2025,02-08-2025,17-07-2030,FLAGGED,High failure rate predicted for this batch.
SI25CB99800983,Wright Ltd,Elastic Rail Clip,B998,21-01-2025,27-01-2025,20-01-2030,OK,Performance nominal.
TS25LB31300984,"Cortez, Marsh and Nelson",GFN Liner,B313,07-03-2025,23-03-2025,06-03-2030,OK,Performance nominal.
RC25CB40900985,Kent-Young,Elastic Rail Clip,B409,04-04-2025,22-04-2025,03-04-2030,FLAGGED,High failure rate predicted for this batch.
SI25LB57300986,Wright Ltd,GFN Liner,B573,11-01-2025,16-01-2025,10-01-2030,OK,Performance nominal.
PP25CB54800987,"Wright, West and James",Elastic Rail Clip,B548,13-07-2025,27-07-2025,12-07-2030,OK,Performance nominal.
PP25LB95100988,"Wright, West and James",GFN Liner,B951,21-06-2025,02-07-2025,20-06-2030,OK,Performance nominal.
RC25CB77100989,Kent-Young,Elastic Rail Clip,B771,22-05-2025,29-05-2025,21-05-2030,OK,Performance nominal.
PP25PB18300990,"Wright, West and James",Rail Pad,B183,04-04-2025,12-04-2025,03-04-2030,OK,Performance nominal.
TS25PB16000991,"Cortez, Marsh and Nelson",Rail Pad,B160,19-01-2025,08-02-2025,18-01-2030,OK,Performance nominal.
SI25CB10200992,Wright Ltd,Elastic Rail Clip,B102,12-08-2025,19-08-2025,11-08-2030,OK,Performance nominal.
RC25PB90700993,Kent-Young,Rail Pad,B907,24-05-2025,11-06-2025,23-05-2030,OK,Performance nominal.
SI25LB56200994,Wright Ltd,GFN Liner,B562,02-06-2025,20-06-2025,01-06-2030,OK,Performance nominal.
RC25CB45400995,Kent-Young,Elastic Rail Clip,B454,02-02-2025,07-02-2025,01-02-2030,OK,Performance nominal.
PP25CB27100996,"Wright, West and James",Elastic Rail Clip,B271,16-04-2025,22-04-2025,15-04-2030,OK,Performance nominal.
TS25LB84000997,"Cortez, Marsh and Nelson",GFN Liner,B840,11-04-2025,20-04-2025,10-04-2030,OK,Performance nominal.
RC25CB46300998,Kent-Young,Elastic Rail Clip,B463,28-03-2025,10-04-2025,27-03-2030,OK,Performance nominal.
PP25PB71100999,"Wright, West and James",Rail Pad,B711,18-03-2025,29-03-2025,17-03-2030,OK,Performance nominal.
PP25PB67601000,"Wright, West and James",Rail Pad,B676,11-05-2025,23-05-2025,10-05-2030,OK,Performance nominal.
